cause_segment,effect_segment,causality_score
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",I myself would never say that.,0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",I myself would never say that.,0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",I myself would never say that.,0
"And he stops and looks at me and he says, ""Listen up, punk.""",I myself would never say that.,0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",I myself would never say that.,0
And then runs away.,I myself would never say that.,0
And the Dean is covered with cream.,I myself would never say that.,0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",I myself would never say that.,0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""",I myself would never say that.,0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",I myself would never say that.,0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",I myself would never say that.,0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",I myself would never say that.,0
"Reporters call this ""making shit up.""",I myself would never say that.,0
And they recommend against crossing that line.,I myself would never say that.,0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",I myself would never say that.,0
So the first I did was I gave the figure a name.,I myself would never say that.,0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",I myself would never say that.,0
Though in fact he'd been capeless.,I myself would never say that.,0
"And said that as he fled the scene, he clicked his heels in rakish glee.",I myself would never say that.,0
And I gave him a catchphrase in Latin.,I myself would never say that.,0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",I myself would never say that.,0
Which makes no sense.,I myself would never say that.,0
I needed something.,I myself would never say that.,0
"I'm Catholic, Latin just comes to me.",I myself would never say that.,0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",I myself would never say that.,0
And that's how the first line got crossed.,I myself would never say that.,0
"A few days later, I get a letter.",I myself would never say that.,0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",I myself would never say that.,0
So I was there with a photographer from the Ram.,I myself would never say that.,0
"And sure enough, out comes Sheila Beale, student-body president.",I myself would never say that.,2
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,I myself would never say that.,0
Sheila was well-bred.,I myself would never say that.,0
Sheila had school spirit.,I myself would never say that.,0
Sheila was the kind of student that Dean McGown wanted more of.,I myself would never say that.,0
Although rumor had it that he got plenty of her in his office on his desk.,I myself would never say that.,0
"But that's just a rumor, please do not spread it outside this rumor.",I myself would never say that.,0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",I myself would never say that.,0
"The infamous ""no more beer at barbecues"" rule.",I myself would never say that.,0
"That's right, boo that rule.",I myself would never say that.,0
Sheila thought drinking in public was in poor taste.,I myself would never say that.,0
I think you know what happened next.,I myself would never say that.,0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",I myself would never say that.,0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",I myself would never say that.,0
And that's what made him a sensation on campus.,I myself would never say that.,0
People started dressing like him and quoting him in class.,I myself would never say that.,0
"The Ram ran five major stories about Pie Man, all of them by me.",I myself would never say that.,0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",I myself would never say that.,0
And now Angela and I had been flirting for two months.,I myself would never say that.,0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",I myself would never say that.,0
"So I, I saw her there and made a mental note to do nothing about it.",I myself would never say that.,0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,I myself would never say that.,0
And it was her.,I myself would never say that.,0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",I myself would never say that.,0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",I myself would never say that.,0
And wasn't I really Pie Man?,I myself would never say that.,0
For having brought him into being.,I myself would never say that.,0
Didn't she only know about him through me?,I myself would never say that.,0
But she had asked me a straightforward question that came with a straightforward answer.,I myself would never say that.,0
"In fact, I wasn't Pie Man.",I myself would never say that.,0
"As far as I knew, I had never seen the guy out of costume.",I myself would never say that.,0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",I myself would never say that.,0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",I myself would never say that.,0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"And he stops and looks at me and he says, ""Listen up, punk.""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
And then runs away.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
And the Dean is covered with cream.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"Reporters call this ""making shit up.""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
And they recommend against crossing that line.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
So the first I did was I gave the figure a name.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
Though in fact he'd been capeless.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"And said that as he fled the scene, he clicked his heels in rakish glee.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
And I gave him a catchphrase in Latin.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
Which makes no sense.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
I needed something.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"I'm Catholic, Latin just comes to me.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
And that's how the first line got crossed.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"A few days later, I get a letter.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
So I was there with a photographer from the Ram.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"And sure enough, out comes Sheila Beale, student-body president.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",1
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
Sheila was well-bred.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
Sheila had school spirit.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
Sheila was the kind of student that Dean McGown wanted more of.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
Although rumor had it that he got plenty of her in his office on his desk.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"But that's just a rumor, please do not spread it outside this rumor.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
I myself would never say that.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"The infamous ""no more beer at barbecues"" rule.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"That's right, boo that rule.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
Sheila thought drinking in public was in poor taste.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",4
I think you know what happened next.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
And that's what made him a sensation on campus.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
People started dressing like him and quoting him in class.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"The Ram ran five major stories about Pie Man, all of them by me.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
And now Angela and I had been flirting for two months.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"So I, I saw her there and made a mental note to do nothing about it.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
And it was her.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
And wasn't I really Pie Man?,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
For having brought him into being.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
Didn't she only know about him through me?,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
But she had asked me a straightforward question that came with a straightforward answer.,"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"In fact, I wasn't Pie Man.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"As far as I knew, I had never seen the guy out of costume.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.","The infamous ""no more beer at barbecues"" rule.",0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.","The infamous ""no more beer at barbecues"" rule.",0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""","The infamous ""no more beer at barbecues"" rule.",0
"And he stops and looks at me and he says, ""Listen up, punk.""","The infamous ""no more beer at barbecues"" rule.",0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.","The infamous ""no more beer at barbecues"" rule.",0
And then runs away.,"The infamous ""no more beer at barbecues"" rule.",0
And the Dean is covered with cream.,"The infamous ""no more beer at barbecues"" rule.",0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""","The infamous ""no more beer at barbecues"" rule.",0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""","The infamous ""no more beer at barbecues"" rule.",0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.","The infamous ""no more beer at barbecues"" rule.",0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""","The infamous ""no more beer at barbecues"" rule.",0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.","The infamous ""no more beer at barbecues"" rule.",0
"Reporters call this ""making shit up.""","The infamous ""no more beer at barbecues"" rule.",0
And they recommend against crossing that line.,"The infamous ""no more beer at barbecues"" rule.",0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.","The infamous ""no more beer at barbecues"" rule.",0
So the first I did was I gave the figure a name.,"The infamous ""no more beer at barbecues"" rule.",0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.","The infamous ""no more beer at barbecues"" rule.",0
Though in fact he'd been capeless.,"The infamous ""no more beer at barbecues"" rule.",0
"And said that as he fled the scene, he clicked his heels in rakish glee.","The infamous ""no more beer at barbecues"" rule.",0
And I gave him a catchphrase in Latin.,"The infamous ""no more beer at barbecues"" rule.",0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""","The infamous ""no more beer at barbecues"" rule.",0
Which makes no sense.,"The infamous ""no more beer at barbecues"" rule.",0
I needed something.,"The infamous ""no more beer at barbecues"" rule.",0
"I'm Catholic, Latin just comes to me.","The infamous ""no more beer at barbecues"" rule.",0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""","The infamous ""no more beer at barbecues"" rule.",0
And that's how the first line got crossed.,"The infamous ""no more beer at barbecues"" rule.",0
"A few days later, I get a letter.","The infamous ""no more beer at barbecues"" rule.",0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.","The infamous ""no more beer at barbecues"" rule.",0
So I was there with a photographer from the Ram.,"The infamous ""no more beer at barbecues"" rule.",0
"And sure enough, out comes Sheila Beale, student-body president.","The infamous ""no more beer at barbecues"" rule.",0
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,"The infamous ""no more beer at barbecues"" rule.",0
Sheila was well-bred.,"The infamous ""no more beer at barbecues"" rule.",0
Sheila had school spirit.,"The infamous ""no more beer at barbecues"" rule.",0
Sheila was the kind of student that Dean McGown wanted more of.,"The infamous ""no more beer at barbecues"" rule.",0
Although rumor had it that he got plenty of her in his office on his desk.,"The infamous ""no more beer at barbecues"" rule.",0
"But that's just a rumor, please do not spread it outside this rumor.","The infamous ""no more beer at barbecues"" rule.",0
I myself would never say that.,"The infamous ""no more beer at barbecues"" rule.",0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.","The infamous ""no more beer at barbecues"" rule.",3
"That's right, boo that rule.","The infamous ""no more beer at barbecues"" rule.",0
Sheila thought drinking in public was in poor taste.,"The infamous ""no more beer at barbecues"" rule.",0
I think you know what happened next.,"The infamous ""no more beer at barbecues"" rule.",0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""","The infamous ""no more beer at barbecues"" rule.",0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.","The infamous ""no more beer at barbecues"" rule.",0
And that's what made him a sensation on campus.,"The infamous ""no more beer at barbecues"" rule.",0
People started dressing like him and quoting him in class.,"The infamous ""no more beer at barbecues"" rule.",0
"The Ram ran five major stories about Pie Man, all of them by me.","The infamous ""no more beer at barbecues"" rule.",0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.","The infamous ""no more beer at barbecues"" rule.",0
And now Angela and I had been flirting for two months.,"The infamous ""no more beer at barbecues"" rule.",0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.","The infamous ""no more beer at barbecues"" rule.",0
"So I, I saw her there and made a mental note to do nothing about it.","The infamous ""no more beer at barbecues"" rule.",0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,"The infamous ""no more beer at barbecues"" rule.",0
And it was her.,"The infamous ""no more beer at barbecues"" rule.",0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""","The infamous ""no more beer at barbecues"" rule.",0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.","The infamous ""no more beer at barbecues"" rule.",0
And wasn't I really Pie Man?,"The infamous ""no more beer at barbecues"" rule.",0
For having brought him into being.,"The infamous ""no more beer at barbecues"" rule.",0
Didn't she only know about him through me?,"The infamous ""no more beer at barbecues"" rule.",0
But she had asked me a straightforward question that came with a straightforward answer.,"The infamous ""no more beer at barbecues"" rule.",0
"In fact, I wasn't Pie Man.","The infamous ""no more beer at barbecues"" rule.",0
"As far as I knew, I had never seen the guy out of costume.","The infamous ""no more beer at barbecues"" rule.",0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""","The infamous ""no more beer at barbecues"" rule.",0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""","The infamous ""no more beer at barbecues"" rule.",0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.","That's right, boo that rule.",0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.","That's right, boo that rule.",0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""","That's right, boo that rule.",0
"And he stops and looks at me and he says, ""Listen up, punk.""","That's right, boo that rule.",0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.","That's right, boo that rule.",0
And then runs away.,"That's right, boo that rule.",0
And the Dean is covered with cream.,"That's right, boo that rule.",0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""","That's right, boo that rule.",0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""","That's right, boo that rule.",0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.","That's right, boo that rule.",0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""","That's right, boo that rule.",0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.","That's right, boo that rule.",0
"Reporters call this ""making shit up.""","That's right, boo that rule.",0
And they recommend against crossing that line.,"That's right, boo that rule.",0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.","That's right, boo that rule.",0
So the first I did was I gave the figure a name.,"That's right, boo that rule.",0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.","That's right, boo that rule.",0
Though in fact he'd been capeless.,"That's right, boo that rule.",0
"And said that as he fled the scene, he clicked his heels in rakish glee.","That's right, boo that rule.",0
And I gave him a catchphrase in Latin.,"That's right, boo that rule.",0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""","That's right, boo that rule.",0
Which makes no sense.,"That's right, boo that rule.",0
I needed something.,"That's right, boo that rule.",0
"I'm Catholic, Latin just comes to me.","That's right, boo that rule.",0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""","That's right, boo that rule.",0
And that's how the first line got crossed.,"That's right, boo that rule.",0
"A few days later, I get a letter.","That's right, boo that rule.",0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.","That's right, boo that rule.",0
So I was there with a photographer from the Ram.,"That's right, boo that rule.",0
"And sure enough, out comes Sheila Beale, student-body president.","That's right, boo that rule.",0
And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,"That's right, boo that rule.",0
Sheila was well-bred.,"That's right, boo that rule.",0
Sheila had school spirit.,"That's right, boo that rule.",0
Sheila was the kind of student that Dean McGown wanted more of.,"That's right, boo that rule.",0
Although rumor had it that he got plenty of her in his office on his desk.,"That's right, boo that rule.",0
"But that's just a rumor, please do not spread it outside this rumor.","That's right, boo that rule.",0
I myself would never say that.,"That's right, boo that rule.",0
"But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.","That's right, boo that rule.",0
"The infamous ""no more beer at barbecues"" rule.","That's right, boo that rule.",3
Sheila thought drinking in public was in poor taste.,"That's right, boo that rule.",0
I think you know what happened next.,"That's right, boo that rule.",0
"Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""","That's right, boo that rule.",0
"Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.","That's right, boo that rule.",0
And that's what made him a sensation on campus.,"That's right, boo that rule.",0
People started dressing like him and quoting him in class.,"That's right, boo that rule.",0
"The Ram ran five major stories about Pie Man, all of them by me.","That's right, boo that rule.",0
"And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.","That's right, boo that rule.",0
And now Angela and I had been flirting for two months.,"That's right, boo that rule.",0
"Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.","That's right, boo that rule.",0
"So I, I saw her there and made a mental note to do nothing about it.","That's right, boo that rule.",0
And then I went to the bar to buy a round and I felt a tap on my shoulder.,"That's right, boo that rule.",0
And it was her.,"That's right, boo that rule.",0
"And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""","That's right, boo that rule.",0
"And I knew by the way she said it, I knew that if I said yes, she would have sex with me.","That's right, boo that rule.",0
And wasn't I really Pie Man?,"That's right, boo that rule.",0
For having brought him into being.,"That's right, boo that rule.",0
Didn't she only know about him through me?,"That's right, boo that rule.",0
But she had asked me a straightforward question that came with a straightforward answer.,"That's right, boo that rule.",0
"In fact, I wasn't Pie Man.","That's right, boo that rule.",0
"As far as I knew, I had never seen the guy out of costume.","That's right, boo that rule.",0
"So I looked at her and I said, ""Yes, Angela. I am Pie Man.""","That's right, boo that rule.",0
"And she said, ""Oh, good. Now buy me a beer and tell me all about it.""","That's right, boo that rule.",0
"I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",Sheila thought drinking in public was in poor taste.,0
"And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",Sheila thought drinking in public was in poor taste.,0
"So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",Sheila thought drinking in public was in poor taste.,0
"And he stops and looks at me and he says, ""Listen up, punk.""",Sheila thought drinking in public was in poor taste.,0
"And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",Sheila thought drinking in public was in poor taste.,0
And then runs away.,Sheila thought drinking in public was in poor taste.,0
And the Dean is covered with cream.,Sheila thought drinking in public was in poor taste.,0
"So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",Sheila thought drinking in public was in poor taste.,0
"And the Dean says, ""Yes, I would care to comment. Fuck you.""",Sheila thought drinking in public was in poor taste.,0
"So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",Sheila thought drinking in public was in poor taste.,0
"I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",Sheila thought drinking in public was in poor taste.,0
"So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",Sheila thought drinking in public was in poor taste.,0
"Reporters call this ""making shit up.""",Sheila thought drinking in public was in poor taste.,0
And they recommend against crossing that line.,Sheila thought drinking in public was in poor taste.,0
"But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",Sheila thought drinking in public was in poor taste.,0
So the first I did was I gave the figure a name.,Sheila thought drinking in public was in poor taste.,0
"I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",Sheila thought drinking in public was in poor taste.,0
Though in fact he'd been capeless.,Sheila thought drinking in public was in poor taste.,0
"And said that as he fled the scene, he clicked his heels in rakish glee.",Sheila thought drinking in public was in poor taste.,0
And I gave him a catchphrase in Latin.,Sheila thought drinking in public was in poor taste.,0
"I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",Sheila thought drinking in public was in poor taste.,0
Which makes no sense.,Sheila thought drinking in public was in poor taste.,0
I needed something.,Sheila thought drinking in public was in poor taste.,0
"I'm Catholic, Latin just comes to me.",Sheila thought drinking in public was in poor taste.,0
"So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",Sheila thought drinking in public was in poor taste.,0
And that's how the first line got crossed.,Sheila thought drinking in public was in poor taste.,0
"A few days later, I get a letter.",Sheila thought drinking in public was in poor taste.,0
"It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",Sheila thought drinking in public was in poor taste.,0
So I was there with a photographer from the Ram.,Sheila thought drinking in public was in poor taste.,0
