recall_segment,story_segment,quality_score,summary
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",And that's how the first line got crossed.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","A few days later, I get a letter.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",So I was there with a photographer from the Ram.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","And sure enough, out comes Sheila Beale, student-body president.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",Sheila was well-bred.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",Sheila had school spirit.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",Sheila was the kind of student that Dean McGown wanted more of.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",Although rumor had it that he got plenty of her in his office on his desk.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","But that's just a rumor, please do not spread it outside this rumor.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",I myself would never say that.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","The infamous ""no more beer at barbecues"" rule.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","That's right, boo that rule.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",Sheila thought drinking in public was in poor taste.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",I think you know what happened next.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",And that's what made him a sensation on campus.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",People started dressing like him and quoting him in class.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","The Ram ran five major stories about Pie Man, all of them by me.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",And now Angela and I had been flirting for two months.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","So I, I saw her there and made a mental note to do nothing about it.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",And it was her.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",And wasn't I really Pie Man?,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",For having brought him into being.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",Didn't she only know about him through me?,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.",But she had asked me a straightforward question that came with a straightforward answer.,0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","In fact, I wasn't Pie Man.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","As far as I knew, I had never seen the guy out of costume.",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",0,
"So, then the guy goes to the library with a cameraman and then basically finds the student body president coming out of the library or something, and basically, she's trying to pass a rule to â€“ she's a student that the dean wants more of, very different from the other Fordham students, and she basically tried to run and pass a rule to ban outdoor drinking, so no more outdoor barbecue and beers, because she thought that it was a poor act.","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","And he stops and looks at me and he says, ""Listen up, punk.""",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",And then runs away.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",And the Dean is covered with cream.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","And the Dean says, ""Yes, I would care to comment. Fuck you.""",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","Reporters call this ""making shit up.""",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",And they recommend against crossing that line.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",So the first I did was I gave the figure a name.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",Though in fact he'd been capeless.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","And said that as he fled the scene, he clicked his heels in rakish glee.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",And I gave him a catchphrase in Latin.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",Which makes no sense.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",I needed something.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","I'm Catholic, Latin just comes to me.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",And that's how the first line got crossed.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","A few days later, I get a letter.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",So I was there with a photographer from the Ram.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","And sure enough, out comes Sheila Beale, student-body president.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",Sheila was well-bred.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",Sheila had school spirit.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",Sheila was the kind of student that Dean McGown wanted more of.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",Although rumor had it that he got plenty of her in his office on his desk.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","But that's just a rumor, please do not spread it outside this rumor.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",I myself would never say that.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","The infamous ""no more beer at barbecues"" rule.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","That's right, boo that rule.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",Sheila thought drinking in public was in poor taste.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",I think you know what happened next.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",And that's what made him a sensation on campus.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",People started dressing like him and quoting him in class.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","The Ram ran five major stories about Pie Man, all of them by me.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",And now Angela and I had been flirting for two months.,0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.","So I, I saw her there and made a mental note to do nothing about it.",0,
"Then the dean â€“ and also apparently, she was engaged in sexual activities with the dean, but that's also a rumor, but anyways, Pie Man pulls up and Pie Man does what â€“ he throws the pie and he's in his cape and he says like, ""I am not an animal"" in Latin and then goes away, or at least that's what he wrote about.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,0,
