recall_segment,story_segment,quality_score,summary
"But anyway, that's what he did.","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",,
"But anyway, that's what he did.",And then runs away.,,
"But anyway, that's what he did.",And the Dean is covered with cream.,,
"But anyway, that's what he did.","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",,
"But anyway, that's what he did.","And the Dean says, ""Yes, I would care to comment. Fuck you.""",,
"But anyway, that's what he did.","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",,
"But anyway, that's what he did.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",,
"But anyway, that's what he did.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",,
"But anyway, that's what he did.","Reporters call this ""making shit up.""",,
"But anyway, that's what he did.",And they recommend against crossing that line.,,
"But anyway, that's what he did.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",,
"But anyway, that's what he did.",So the first I did was I gave the figure a name.,,
"But anyway, that's what he did.","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",,
"But anyway, that's what he did.",Though in fact he'd been capeless.,,
"But anyway, that's what he did.","And said that as he fled the scene, he clicked his heels in rakish glee.",,
"But anyway, that's what he did.",And I gave him a catchphrase in Latin.,,
"But anyway, that's what he did.","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",,
"But anyway, that's what he did.",Which makes no sense.,,
"But anyway, that's what he did.",I needed something.,,
"But anyway, that's what he did.","I'm Catholic, Latin just comes to me.",,
"But anyway, that's what he did.","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",,
"But anyway, that's what he did.",And that's how the first line got crossed.,,
"But anyway, that's what he did.","A few days later, I get a letter.",,
"But anyway, that's what he did.","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",,
"But anyway, that's what he did.",So I was there with a photographer from the Ram.,,
"But anyway, that's what he did.","And sure enough, out comes Sheila Beale, student-body president.",,
"But anyway, that's what he did.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,,
"But anyway, that's what he did.",Sheila was well-bred.,,
"But anyway, that's what he did.",Sheila had school spirit.,,
"But anyway, that's what he did.",Sheila was the kind of student that Dean McGown wanted more of.,,
"But anyway, that's what he did.",Although rumor had it that he got plenty of her in his office on his desk.,,
"But anyway, that's what he did.","But that's just a rumor, please do not spread it outside this rumor.",,
"But anyway, that's what he did.",I myself would never say that.,,
"But anyway, that's what he did.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",,
"But anyway, that's what he did.","The infamous ""no more beer at barbecues"" rule.",,
"But anyway, that's what he did.","That's right, boo that rule.",,
"But anyway, that's what he did.",Sheila thought drinking in public was in poor taste.,,
"But anyway, that's what he did.",I think you know what happened next.,,
"But anyway, that's what he did.","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",,
"But anyway, that's what he did.","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",,
"But anyway, that's what he did.",And that's what made him a sensation on campus.,,
"But anyway, that's what he did.",People started dressing like him and quoting him in class.,,
"But anyway, that's what he did.","The Ram ran five major stories about Pie Man, all of them by me.",,
"But anyway, that's what he did.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",,
"But anyway, that's what he did.",And now Angela and I had been flirting for two months.,,
"But anyway, that's what he did.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",,
"But anyway, that's what he did.","So I, I saw her there and made a mental note to do nothing about it.",,
"But anyway, that's what he did.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,,
"But anyway, that's what he did.",And it was her.,,
"But anyway, that's what he did.","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",,
"But anyway, that's what he did.","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",,
"But anyway, that's what he did.",And wasn't I really Pie Man?,,
"But anyway, that's what he did.",For having brought him into being.,,
"But anyway, that's what he did.",Didn't she only know about him through me?,,
"But anyway, that's what he did.",But she had asked me a straightforward question that came with a straightforward answer.,,
"But anyway, that's what he did.","In fact, I wasn't Pie Man.",,
"But anyway, that's what he did.","As far as I knew, I had never seen the guy out of costume.",,
"But anyway, that's what he did.","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",,
"But anyway, that's what he did.","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","And he stops and looks at me and he says, ""Listen up, punk.""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",And then runs away.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",And the Dean is covered with cream.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","And the Dean says, ""Yes, I would care to comment. Fuck you.""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","Reporters call this ""making shit up.""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",And they recommend against crossing that line.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",So the first I did was I gave the figure a name.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",Though in fact he'd been capeless.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","And said that as he fled the scene, he clicked his heels in rakish glee.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",And I gave him a catchphrase in Latin.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",Which makes no sense.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",I needed something.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","I'm Catholic, Latin just comes to me.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",And that's how the first line got crossed.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","A few days later, I get a letter.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",So I was there with a photographer from the Ram.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","And sure enough, out comes Sheila Beale, student-body president.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",Sheila was well-bred.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",Sheila had school spirit.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",Sheila was the kind of student that Dean McGown wanted more of.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",Although rumor had it that he got plenty of her in his office on his desk.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","But that's just a rumor, please do not spread it outside this rumor.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",I myself would never say that.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","The infamous ""no more beer at barbecues"" rule.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","That's right, boo that rule.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",Sheila thought drinking in public was in poor taste.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",I think you know what happened next.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",And that's what made him a sensation on campus.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",People started dressing like him and quoting him in class.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","The Ram ran five major stories about Pie Man, all of them by me.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",And now Angela and I had been flirting for two months.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","So I, I saw her there and made a mental note to do nothing about it.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",And it was her.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",And wasn't I really Pie Man?,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",For having brought him into being.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",Didn't she only know about him through me?,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.",But she had asked me a straightforward question that came with a straightforward answer.,,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","In fact, I wasn't Pie Man.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","As far as I knew, I had never seen the guy out of costume.",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",,
"So, he - and he said things about how the dean responded in Latin, saying, ""I'm not an animal,"" and the reason that he said that, he said, was because he's Catholic, and it - Latin just come to easier to him.","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","And he stops and looks at me and he says, ""Listen up, punk.""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","And right then, there's a blur in the corner of my eye which becomes this figure holding a cream pie which becomes the guy standing next to me mashing a cream pie into Dean McGowan's face.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",And then runs away.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",And the Dean is covered with cream.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","So I give him a moment, and then I say, ""Dean McGowan, would you care to comment on this latest attack?""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","And the Dean says, ""Yes, I would care to comment. Fuck you.""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","So I race back to the newsroom with my scoop and I find the editor, Jim Dwyer, who's a senior, and he will go on to win a Pulitzer Prize, that is true, and he's a big guy.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","I pitch him my story, I tell him what I've seen, and he says, ""Dean McGowan, that guy's a dick. Write it up.""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","So I'm banging out my story and I know it's good, and then I start to make it better, by adding an element of embellishment.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","Reporters call this ""making shit up.""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",And they recommend against crossing that line.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","But I had just seen the line crossed between a high-powered dean and assault with a pastry, and I kind of liked it.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",So the first I did was I gave the figure a name.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","I called him ""Pie Man,"" capital ""P,"" capital ""M."" And I described him as a cape-wearing, masked avenger.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",Though in fact he'd been capeless.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","And said that as he fled the scene, he clicked his heels in rakish glee.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",And I gave him a catchphrase in Latin.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","I said that he cried out, ""Ego sum non an bestia,"" which means ""I am not an animal.""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",Which makes no sense.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",I needed something.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","I'm Catholic, Latin just comes to me.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","So I finish my story and I hand it to Dwyer, and he reads and he says, ""Pie Man? I love it. Page one.""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",And that's how the first line got crossed.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","A few days later, I get a letter.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","It says, ""Dear Jim, good story. Nice details. If you want to see me again in action, be on the steps of Duane Library Tuesday at 3 o'clock,"" signed Pie Man.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",So I was there with a photographer from the Ram.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","And sure enough, out comes Sheila Beale, student-body president.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",And now Sheila was different from me and all the other Fordham students who wore flannel shirts and worked part-time jobs.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",Sheila was well-bred.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",Sheila had school spirit.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",Sheila was the kind of student that Dean McGown wanted more of.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",Although rumor had it that he got plenty of her in his office on his desk.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","But that's just a rumor, please do not spread it outside this rumor.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",I myself would never say that.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","But the fact was, Sheila had collaborated with the Dean to ban outdoor drinking on campus.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","The infamous ""no more beer at barbecues"" rule.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","That's right, boo that rule.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",Sheila thought drinking in public was in poor taste.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",I think you know what happened next.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","Pie Man emerged from behind the late-night library drop-box, made his delivery, and fled away, crying, ""Ego sum non an bestia.""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","Or at least that's what it said in my story in the newspaper the next day, which ran with a photo of him leaving the scene, cape flowing behind him, doing this.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",And that's what made him a sensation on campus.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",People started dressing like him and quoting him in class.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","The Ram ran five major stories about Pie Man, all of them by me.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","And toward the end of this run, I was out at a bar one night, and I saw, I came and I saw in the corner Angela from my Brit Lit class, drinking with some friends.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",And now Angela and I had been flirting for two months.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","Or I had been flirting with her, and with such nuance that there was a question about whether she knew I existed.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","So I, I saw her there and made a mental note to do nothing about it.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",And then I went to the bar to buy a round and I felt a tap on my shoulder.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",And it was her.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","And she said, ""Jim, we were just talking about how you always seem to know when and where Pie Man will strike. And we were wondering, are you Pie Man?""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","And I knew by the way she said it, I knew that if I said yes, she would have sex with me.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",And wasn't I really Pie Man?,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",For having brought him into being.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",Didn't she only know about him through me?,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.",But she had asked me a straightforward question that came with a straightforward answer.,,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","In fact, I wasn't Pie Man.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","As far as I knew, I had never seen the guy out of costume.",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","So I looked at her and I said, ""Yes, Angela. I am Pie Man.""",,
"Then, after that, he brings it back to the editor, and the editor is like, ""Wow, this is great,"" and puts it on the first page.","And she said, ""Oh, good. Now buy me a beer and tell me all about it.""",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","I began my illustrious career in journalism in the Bronx where I toiled as a hard-boiled reporter for the Ram, the student newspaper at Fordham University.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","And one day I'm walking toward the campus center and out comes the elusive Dean McGowan, architect of a policy to replace Fordham's traditionally working- to middle-class students with wealthier, more prestigious ones.",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","So I whip out my notebook and I go up to him and I say, ""Dean McGowan, is it true that Fordham University plans to raise tuition substantially above the inflation rate, and if so, wouldn't that be a betrayal of its mission?""",,
"Then, the pie guy is kind of - sees the article and requests to meet with the writer.","And he stops and looks at me and he says, ""Listen up, punk.""",,
